TEAM,TAN Rating,SP+ Rating,Opponent,TAN Rating,SP+ Rating,Home/Away,Conference,TAN Spread,SP+ Spread,TAN WIN%,SP+ WIN%
Navy,65,-12.7,Houston,81.1,11.5,H,c,12.8,21.7,0.17,0
Navy,65,-12.7,Temple,49.3,-14.9,H,c,-18.9,-4.7,0.97,0.63
Navy,65,-12.7,Cincinnati,87.1,17.2,A,c,24.9,32.4,0,0
Navy,65,-12.7,Notre Dame,82.2,19,N,,17.2,29.2,0.07,0
Navy,65,-12.7,UCF,77.6,11,A,c,15.6,26.2,0.12,0
Navy,65,-12.7,Army,66.2,-0.8,N,,1.1,9.4,0.49,0.23
NC State,92.1,16,East Carolina,74.2,-1.8,A,,-15.9,-15.3,0.89,0.88
NC State,92.1,16,Charleston Southern,43.5,-27,H,,-51.2,-45.5,1,1
NC State,92.1,16,Texas Tech,72.4,6.4,H,,-22.3,-12.1,1,0.82
NC State,92.1,16,Connecticut,51.2,-20.6,H,,-43.5,-39.1,1,1
NC State,92.1,16,Clemson,96.7,21,A,c,7.1,7.5,0.3,0.26
NC State,92.1,16,Florida State,87,13.4,H,c,-7.7,-5.1,0.73,0.64
NC State,92.1,16,Syracuse,76.8,4.5,A,c,-12.8,-9,0.83,0.75
NC State,92.1,16,Virginia Tech,84.2,4.3,H,c,-10.5,-14.2,0.79,0.85
NC State,92.1,16,Wake Forest,79,7.4,H,c,-15.7,-11.1,0.88,0.8
NC State,92.1,16,Boston College,73.9,0,H,c,-20.8,-18.5,1,0.96
NC State,92.1,16,Louisville,83.9,12.7,A,c,-6.4,-0.8,0.68,0.51
NC State,92.1,16,North Carolina,82.2,10.1,A,c,-6.7,-3.4,0.68,0.61
Nebraska,83.9,11.7,Northwestern,71.3,-4.2,N,c,-12.6,-18.4,0.83,0.96
Nebraska,83.9,11.7,North Dakota,59,-11.5,H,,-26.2,-25.7,1,1
Nebraska,83.9,11.7,Georgia Southern,59.1,-8.8,H,,-26.1,-23,1,1
Nebraska,83.9,11.7,Oklahoma,81.6,19.2,H,,-3.6,5,0.61,0.36
Nebraska,83.9,11.7,Indiana,63.5,-0.5,H,c,-21.7,-14.7,1,0.87
Nebraska,83.9,11.7,Rutgers,71.8,-0.3,A,c,-9.9,-9.5,0.77,0.76
Nebraska,83.9,11.7,Purdue,80.1,12.8,A,c,-1.9,3.6,0.53,0.39
Nebraska,83.9,11.7,Illinois,67.8,-2.2,H,c,-17.4,-16.4,0.94,0.89
Nebraska,83.9,11.7,Minnesota,80.6,14.6,H,c,-4.6,0.4,0.63,0.5
Nebraska,83.9,11.7,Michigan,86.2,21.5,A,c,5.2,12.3,0.36,0.18
Nebraska,83.9,11.7,Wisconsin,84.3,17.7,H,c,-0.9,3.5,0.51,0.39
Nebraska,83.9,11.7,Iowa,87.7,13.1,A,c,6,3.9,0.34,0.38
Nevada,61,-15.5,New Mexico State,40.4,-26.2,A,,-18.5,-8.2,0.96,0.74
Nevada,61,-15.5,Texas State,64.2,-14.3,H,,0.2,-1.3,0.5,0.52
Nevada,61,-15.5,Incarnate Word,57.5,-13,H,,-6.4,0,0.68,0.5
Nevada,61,-15.5,Iowa,87.7,13.1,A,,28.9,31.1,0,0
Nevada,61,-15.5,Air Force,76.5,3,A,c,18.1,21,0.05,0
Nevada,61,-15.5,Hawai'i,53.9,-16.5,A,c,-5.8,1.5,0.67,0.48
Nevada,61,-15.5,Boise State,71.9,8.5,H,c,7.9,21.5,0.26,0
Nevada,61,-15.5,Colorado State,56.6,-3.8,H,c,-7.3,9.2,0.72,0.24
Nevada,61,-15.5,Fresno State,72.4,10.5,H,c,8.4,23.5,0.25,0
Nevada,61,-15.5,San Diego State,62.3,1.8,H,c,-1.6,14.8,0.52,0.13
Nevada,61,-15.5,San Jose State,71.5,-6.3,A,c,13.4,11.7,0.16,0.19
Nevada,61,-15.5,UNLV,58.8,-10,A,c,-0.2,8,0.5,0.26
New Mexico,40,-19.3,Maine,45.5,-25,H,,4.1,-8.2,0.38,0.74
New Mexico,40,-19.3,UTEP,58,-7.9,H,,16.6,8.9,0.1,0.24
New Mexico,40,-19.3,LSU,74.2,8,A,,36.7,29.8,0,0
New Mexico,40,-19.3,New Mexico State,40.4,-26.2,A,,2.4,-4.4,0.46,0.63
New Mexico,40,-19.3,Air Force,76.5,3,A,c,39.1,24.8,0,0
New Mexico,40,-19.3,Colorado State,56.6,-3.8,A,c,19.8,18,0.01,0.05
New Mexico,40,-19.3,Boise State,71.9,8.5,H,c,30.5,25.3,0,0
New Mexico,40,-19.3,Fresno State,72.4,10.5,H,c,31,27.3,0,0
New Mexico,40,-19.3,San Diego State,62.3,1.8,H,c,20.9,18.6,0.01,0.04
New Mexico,40,-19.3,Wyoming,61.9,-3.4,H,c,20.5,13.4,0.01,0.16
New Mexico,40,-19.3,UNLV,58.8,-10,A,c,20.7,11.8,0.01,0.18
New Mexico,40,-19.3,Utah State,62,-4.6,A,c,25.1,17.2,0,0.07
New Mexico State,40.4,-26.2,Nevada,61,-15.5,H,,18.5,8.2,0.04,0.26
New Mexico State,40.4,-26.2,Minnesota,80.6,14.6,A,,43.2,43.3,0,0
New Mexico State,40.4,-26.2,UTEP,58,-7.9,A,,18.8,20.8,0.03,0.01
New Mexico State,40.4,-26.2,Wisconsin,84.3,17.7,A,,46.2,46.4,0,0
New Mexico State,40.4,-26.2,Hawai'i,53.9,-16.5,H,,11.4,7.2,0.19,0.3
New Mexico State,40.4,-26.2,Florida International,41.7,-19,H,,-0.7,4.7,0.5,0.37
New Mexico State,40.4,-26.2,New Mexico,40,-19.3,H,,-2.4,4.4,0.54,0.37
New Mexico State,40.4,-26.2,San Jose State,71.5,-6.3,H,,29,17.4,0,0.06
New Mexico State,40.4,-26.2,UMass,47.1,-20.7,A,,8.6,8,0.25,0.26
New Mexico State,40.4,-26.2,Lamar,30,-40.5,H,,-12.4,-16.8,0.83,0.91
New Mexico State,40.4,-26.2,Missouri,61,5.3,A,,23.7,34,0,0
New Mexico State,40.4,-26.2,Liberty,71.8,1.5,A,,34.7,30.2,0,0
North Carolina,82.2,10.1,Florida A&M,46,-24.5,H,,-39.3,-37.1,1,1
North Carolina,82.2,10.1,Appalachian State,75.2,4.2,A,,-5.1,-3.4,0.64,0.61
North Carolina,82.2,10.1,Georgia State,67.9,0.1,A,,-12.1,-7.5,0.82,0.72
North Carolina,82.2,10.1,Notre Dame,82.2,19,H,,-3.1,6.4,0.57,0.32
North Carolina,82.2,10.1,Virginia Tech,84.2,4.3,H,c,-1.1,-8.3,0.51,0.74
North Carolina,82.2,10.1,Miami,91.9,14.6,A,c,12.5,7,0.18,0.3
North Carolina,82.2,10.1,Duke,54.6,-13.7,A,c,-25,-21.3,1,1
North Carolina,82.2,10.1,Pittsburgh,90.9,16.2,H,c,5.5,3.6,0.35,0.39
North Carolina,82.2,10.1,Virginia,76.5,3.3,A,c,-2.6,-4.3,0.54,0.63
North Carolina,82.2,10.1,Wake Forest,79,7.4,A,c,-0.2,-0.1,0.5,0.5
North Carolina,82.2,10.1,Georgia Tech,71.1,-4.7,H,c,-14.2,-17.3,0.85,0.94
North Carolina,82.2,10.1,NC State,92.1,16,H,c,6.7,3.4,0.32,0.39
North Texas,61,-3,SMU,77.6,10.5,H,,14.2,11,0.15,0.2
North Texas,61,-3,Texas Southern,28,-42.5,H,,-35.3,-42,1,1
North Texas,61,-3,UNLV,58.8,-10,A,,-0.2,-4.5,0.5,0.63
North Texas,61,-3,Memphis,69.3,4,A,,11.4,9.5,0.19,0.23
North Texas,61,-3,Rice,51.7,-19.2,H,c,-11.6,-18.7,0.81,0.96
North Texas,61,-3,UAB,71.1,4.8,A,c,13.8,10.3,0.15,0.21
North Texas,61,-3,Florida International,41.7,-19,H,c,-21.6,-18.5,1,0.96
North Texas,61,-3,UT San Antonio,56.7,5,A,c,-2.6,10.5,0.54,0.21
North Texas,61,-3,Louisiana Tech,65,-12.1,H,c,1.6,-11.6,0.48,0.81
North Texas,61,-3,UTEP,58,-7.9,A,c,-1.7,-2.4,0.52,0.54
Northern Illinois,69.4,-4.1,Eastern Illinois,30.5,-40,H,,-40.8,-38.4,1,1
Northern Illinois,69.4,-4.1,Tulsa,63.3,-1.9,A,,-4.5,4.7,0.63,0.37
Northern Illinois,69.4,-4.1,Vanderbilt,55.2,-12.1,H,,-16.1,-10.5,0.89,0.79
Northern Illinois,69.4,-4.1,Kentucky,81.4,14.5,A,,14.3,21.1,0.14,0
Northern Illinois,69.4,-4.1,Ball State,52.4,-18.9,A,c,-15.4,-12.3,0.88,0.83
Northern Illinois,69.4,-4.1,Toledo,79.8,6,H,c,8.4,7.6,0.25,0.26
Northern Illinois,69.4,-4.1,Eastern Michigan,66.3,-12,A,c,-1.8,-5.4,0.53,0.65
Northern Illinois,69.4,-4.1,Ohio,54.2,-10.1,A,c,-12.9,-3.5,0.83,0.61
Northern Illinois,69.4,-4.1,Central Michigan,66.9,-4,H,c,-4.4,-2.4,0.63,0.54
Northern Illinois,69.4,-4.1,Western Michigan,58.3,2.3,A,c,-8.3,8.9,0.74,0.24
Northern Illinois,69.4,-4.1,Miami (OH),67.4,-1.7,H,c,-3.9,-0.1,0.62,0.5
Northern Illinois,69.4,-4.1,Akron,53.4,-21.2,H,c,-17.9,-19.6,0.95,0.98
Northwestern,71.3,-4.2,Nebraska,83.9,11.7,N,c,12.6,13.4,0.18,0.16
Northwestern,71.3,-4.2,Duke,54.6,-13.7,H,,-18.5,-12,0.96,0.82
Northwestern,71.3,-4.2,Southern Illinois,61,-9.5,H,,-12.1,-7.8,0.82,0.74
Northwestern,71.3,-4.2,Miami (OH),67.4,-1.7,H,,-5.7,0,0.65,0.5
Northwestern,71.3,-4.2,Penn State,85.7,15.9,A,c,17,22.6,0.08,0
Northwestern,71.3,-4.2,Wisconsin,84.3,17.7,H,c,11.1,19.4,0.2,0.02
Northwestern,71.3,-4.2,Maryland,75.3,10,A,c,6,16.7,0.34,0.09
Northwestern,71.3,-4.2,Iowa,87.7,13.1,A,c,18.6,19.8,0.04,0.01
Northwestern,71.3,-4.2,Ohio State,109.2,30.8,H,c,36,32.5,0,0
Northwestern,71.3,-4.2,Minnesota,80.6,14.6,A,c,12.3,21.3,0.18,0
Northwestern,71.3,-4.2,Purdue,80.1,12.8,A,c,10.6,19.5,0.21,0.02
Northwestern,71.3,-4.2,Illinois,67.8,-2.2,H,c,-5.3,-0.5,0.65,0.5
Notre Dame,82.2,19,Ohio State,109.2,30.8,A,,29.4,14.3,0,0.14
Notre Dame,82.2,19,Marshall,70.3,4.8,H,,-14.5,-16.7,0.87,0.89
Notre Dame,82.2,19,California,68.9,0.2,H,,-15.9,-21.3,0.89,1
Notre Dame,82.2,19,North Carolina,82.2,10.1,A,,3.1,-6.4,0.43,0.68
Notre Dame,82.2,19,BYU,90.4,14.1,N,,8.1,-7.4,0.26,0.72
Notre Dame,82.2,19,Stanford,70,1.7,H,,-14.8,-19.8,0.88,0.99
Notre Dame,82.2,19,UNLV,58.8,-10,H,,-26,-31.5,1,1
Notre Dame,82.2,19,Syracuse,76.8,4.5,A,,-2.9,-12,0.57,0.82
Notre Dame,82.2,19,Clemson,96.7,21,H,,11.8,-0.5,0.18,0.5
Notre Dame,82.2,19,Navy,65,-12.7,N,,-17.2,-34.2,0.91,1
Notre Dame,82.2,19,Boston College,73.9,0,H,,-10.9,-21.5,0.8,1
Notre Dame,82.2,19,USC,75.3,3.1,A,,-4.1,-13.4,0.62,0.84
Ohio,54.2,-10.1,Florida Atlantic,57.5,-7,H,,1,0.6,0.49,0.5
Ohio,54.2,-10.1,Penn State,85.7,15.9,A,,34.1,28.5,0,0
Ohio,54.2,-10.1,Iowa State,76.7,5.8,A,,25.3,18.4,0,0.04
Ohio,54.2,-10.1,Fordham,40,-30.5,H,,-16.4,-22.9,0.89,1
Ohio,54.2,-10.1,Kent State,53.2,-10,A,c,1.4,2.6,0.48,0.46
Ohio,54.2,-10.1,Akron,53.4,-21.2,H,c,-3,-13.6,0.57,0.84
Ohio,54.2,-10.1,Western Michigan,58.3,2.3,A,c,6.8,14.9,0.3,0.13
Ohio,54.2,-10.1,Northern Illinois,69.4,-4.1,H,c,12.9,3.5,0.17,0.39
Ohio,54.2,-10.1,Buffalo,56.1,-9.3,H,c,-0.3,-1.7,0.5,0.52
Ohio,54.2,-10.1,Miami (OH),67.4,-1.7,A,c,15.8,10.9,0.11,0.2
Ohio,54.2,-10.1,Ball State,52.4,-18.9,A,c,-0.2,-6.3,0.5,0.68
Ohio,54.2,-10.1,Bowling Green,55.5,-7.4,H,c,-0.9,0.1,0.51,0.5
Ohio State,109.2,30.8,Notre Dame,82.2,19,H,,-29.4,-14.3,1,0.87
Ohio State,109.2,30.8,Arkansas State,54.8,-15.7,H,,-56.8,-49,1,1
Ohio State,109.2,30.8,Toledo,79.8,6,H,,-31.8,-27.3,1,1
Ohio State,109.2,30.8,Wisconsin,84.3,17.7,H,c,-27.3,-15.6,1,0.88
Ohio State,109.2,30.8,Rutgers,71.8,-0.3,H,c,-39.8,-33.6,1,1
Ohio State,109.2,30.8,Michigan State,81.8,15.3,A,c,-26.3,-13,1,0.83
Ohio State,109.2,30.8,Iowa,87.7,13.1,H,c,-23.9,-20.2,1,0.99
Ohio State,109.2,30.8,Penn State,85.7,15.9,A,c,-20.8,-12.4,1,0.83
Ohio State,109.2,30.8,Northwestern,71.3,-4.2,A,c,-36,-32.5,1,1
Ohio State,109.2,30.8,Indiana,63.5,-0.5,H,c,-48.1,-33.8,1,1
Ohio State,109.2,30.8,Maryland,75.3,10,A,c,-31.8,-18.3,1,0.96
Ohio State,109.2,30.8,Michigan,86.2,21.5,H,c,-25.4,-11.8,1,0.82
Oklahoma,81.6,19.2,UTEP,58,-7.9,H,,-26.5,-29.6,1,1
Oklahoma,81.6,19.2,Kent State,53.2,-10,H,,-31.3,-31.7,1,1
Oklahoma,81.6,19.2,Nebraska,83.9,11.7,A,,3.6,-5,0.39,0.64
Oklahoma,81.6,19.2,Kansas State,76.6,9.9,H,c,-7.9,-11.8,0.74,0.82
Oklahoma,81.6,19.2,TCU,84.2,7.3,A,c,4.3,-9.4,0.37,0.76
Oklahoma,81.6,19.2,Texas,84.8,12.3,N,c,3.1,-9.4,0.43,0.76
Oklahoma,81.6,19.2,Kansas,64,-12.2,H,c,-20.5,-33.9,0.99,1
Oklahoma,81.6,19.2,Iowa State,76.7,5.8,A,c,-2,-10.9,0.53,0.8
Oklahoma,81.6,19.2,Baylor,76.2,12.6,H,c,-8.3,-9.1,0.74,0.75
Oklahoma,81.6,19.2,West Virginia,69.3,5.6,A,c,-9.5,-11.1,0.76,0.8
Oklahoma,81.6,19.2,Oklahoma State,82.4,11.4,H,c,-2.1,-10.3,0.53,0.79
Oklahoma,81.6,19.2,Texas Tech,72.4,6.4,A,c,-5.9,-10.3,0.67,0.79
Oklahoma State,82.4,11.4,Central Michigan,66.9,-4,H,,-18.6,-17.9,0.96,0.95
Oklahoma State,82.4,11.4,Arizona State,81.3,12.4,H,,-4.2,-1.5,0.62,0.52
Oklahoma State,82.4,11.4,UAPB,24,-46.5,H,,-61.5,-60.4,1,1
Oklahoma State,82.4,11.4,Baylor,76.2,12.6,A,c,-3.2,3.7,0.57,0.39
Oklahoma State,82.4,11.4,Texas Tech,72.4,6.4,H,c,-13.1,-7.5,0.83,0.72
Oklahoma State,82.4,11.4,TCU,84.2,7.3,A,c,3.5,-1.6,0.39,0.52
Oklahoma State,82.4,11.4,Texas,84.8,12.3,H,c,-0.7,-1.6,0.5,0.52
Oklahoma State,82.4,11.4,Kansas State,76.6,9.9,A,c,-2.3,1,0.54,0.49
Oklahoma State,82.4,11.4,Kansas,64,-12.2,A,c,-16.9,-21.1,0.91,1
Oklahoma State,82.4,11.4,Iowa State,76.7,5.8,H,c,-8.8,-8.1,0.75,0.74
Oklahoma State,82.4,11.4,Oklahoma,81.6,19.2,A,c,2.1,10.3,0.47,0.21
Oklahoma State,82.4,11.4,West Virginia,69.3,5.6,H,c,-16.2,-8.3,0.89,0.74
Old Dominion,63.1,-6,Virginia Tech,84.2,4.3,H,,20.2,7.8,0.01,0.26
Old Dominion,63.1,-6,East Carolina,74.2,-1.8,A,,13,6.7,0.17,0.32
Old Dominion,63.1,-6,Virginia,76.5,3.3,A,,16.4,11.8,0.1,0.18
Old Dominion,63.1,-6,Arkansas State,54.8,-15.7,H,c,-9.1,-12.2,0.75,0.82
Old Dominion,63.1,-6,Liberty,71.8,1.5,H,,7.8,5,0.26,0.36
Old Dominion,63.1,-6,Coastal Carolina,70.5,0.6,A,c,9,9.1,0.24,0.24
Old Dominion,63.1,-6,Georgia Southern,59.1,-8.8,H,c,-4.8,-5.3,0.64,0.65
Old Dominion,63.1,-6,Georgia State,67.9,0.1,A,c,6.9,8.6,0.3,0.25
Old Dominion,63.1,-6,Marshall,70.3,4.8,H,c,6.3,8.3,0.32,0.25
Old Dominion,63.1,-6,James Madison,71,0.5,H,c,7,4,0.3,0.38
Old Dominion,63.1,-6,Appalachian State,75.2,4.2,A,c,13.9,12.7,0.15,0.18
Old Dominion,63.1,-6,South Alabama,63,-9.6,A,c,1.8,-1.1,0.47,0.51
Ole Miss,74.8,14.4,Troy,75.7,-4.9,H,,-1.3,-21.8,0.52,1
Ole Miss,74.8,14.4,Central Arkansas,49,-21.5,H,,-28,-38.4,1,1
Ole Miss,74.8,14.4,Georgia Tech,71.1,-4.7,A,,-1.6,-16.6,0.52,0.89
Ole Miss,74.8,14.4,Tulsa,63.3,-1.9,H,,-13.7,-18.8,0.84,0.97
Ole Miss,74.8,14.4,Kentucky,81.4,14.5,H,c,4.3,-2.4,0.37,0.54
Ole Miss,74.8,14.4,Vanderbilt,55.2,-12.1,A,c,-17.2,-24,0.91,1
Ole Miss,74.8,14.4,Auburn,77.4,13.2,H,c,0.3,-3.7,0.5,0.61
Ole Miss,74.8,14.4,LSU,74.2,8,A,c,1.9,-3.9,0.47,0.62
Ole Miss,74.8,14.4,Texas A&M,88.8,20.1,A,c,16.3,8.2,0.1,0.26
Ole Miss,74.8,14.4,Alabama,107.2,27.4,H,c,30.1,10.5,0,0.21
Ole Miss,74.8,14.4,Arkansas,82.6,12.8,A,c,10.7,0.9,0.21,0.49
Ole Miss,74.8,14.4,Mississippi State,78.6,16.8,H,c,1.5,0,0.48,0.5
Oregon,83.8,12.3,Georgia,92,28.7,N,,8.1,13.9,0.26,0.15
Oregon,83.8,12.3,Eastern Washington,65,-5.5,H,,-20.4,-20.3,0.99,0.99
Oregon,83.8,12.3,BYU,90.4,14.1,H,,4.9,-0.7,0.36,0.5
Oregon,83.8,12.3,Washington State,69.2,1.2,A,c,-11.4,-8.6,0.81,0.74
Oregon,83.8,12.3,Stanford,70,1.7,H,c,-15.4,-13.1,0.88,0.83
Oregon,83.8,12.3,Arizona,70.9,-6.6,A,c,-10.9,-16.4,0.8,0.89
Oregon,83.8,12.3,UCLA,78.4,8.4,H,c,-7,-6.4,0.7,0.68
Oregon,83.8,12.3,California,68.9,0.2,A,c,-13.2,-9.6,0.83,0.76
Oregon,83.8,12.3,Colorado,68.5,-7.8,A,c,-12.9,-17.6,0.83,0.94
Oregon,83.8,12.3,Washington,83.3,4.1,H,c,-2.1,-10.7,0.53,0.79
Oregon,83.8,12.3,Utah,91.4,16.2,H,c,5.9,1.4,0.34,0.48
Oregon,83.8,12.3,Oregon State,75.5,8,A,c,-6.8,-1.8,0.7,0.53
Oregon State,75.5,8,Boise State,71.9,8.5,H,,-5,-2,0.64,0.53
Oregon State,75.5,8,Fresno State,72.4,10.5,A,,-0.3,5,0.5,0.36
Oregon State,75.5,8,Montana State,65,-5.5,H,,-11.9,-16,0.82,0.89
Oregon State,75.5,8,USC,75.3,3.1,H,c,-1.6,-7.4,0.52,0.72
Oregon State,75.5,8,Utah,91.4,16.2,A,c,18.9,10.7,0.03,0.21
Oregon State,75.5,8,Stanford,70,1.7,A,c,-2.7,-3.8,0.54,0.62
Oregon State,75.5,8,Washington State,69.2,1.2,H,c,-7.7,-9.3,0.73,0.76
Oregon State,75.5,8,Colorado,68.5,-7.8,H,c,-8.4,-18.3,0.74,0.96
Oregon State,75.5,8,Washington,83.3,4.1,A,c,10.3,-1.4,0.21,0.52
Oregon State,75.5,8,California,68.9,0.2,H,c,-8,-10.3,0.74,0.79
Oregon State,75.5,8,Arizona State,81.3,12.4,A,c,8.4,6.9,0.25,0.3
Oregon State,75.5,8,Oregon,83.8,12.3,H,c,6.8,1.8,0.3,0.47
Penn State,85.7,15.9,Purdue,80.1,12.8,A,c,-3.7,-0.6,0.61,0.5
Penn State,85.7,15.9,Ohio,54.2,-10.1,H,,-34.1,-28.5,1,1
Penn State,85.7,15.9,Auburn,77.4,13.2,A,,-5.4,-0.2,0.65,0.5
Penn State,85.7,15.9,Central Michigan,66.9,-4,H,,-21.4,-22.4,1,1
Penn State,85.7,15.9,Northwestern,71.3,-4.2,H,c,-17,-22.6,0.91,1
Penn State,85.7,15.9,Michigan,86.2,21.5,A,c,3.4,8.1,0.39,0.26
Penn State,85.7,15.9,Minnesota,80.6,14.6,H,c,-7.7,-3.8,0.73,0.62
Penn State,85.7,15.9,Ohio State,109.2,30.8,H,c,20.8,12.4,0.01,0.18
Penn State,85.7,15.9,Indiana,63.5,-0.5,A,c,-19.3,-13.9,0.98,0.85
Penn State,85.7,15.9,Maryland,75.3,10,H,c,-13,-8.4,0.83,0.74
Penn State,85.7,15.9,Rutgers,71.8,-0.3,A,c,-11.7,-13.7,0.81,0.84
Penn State,85.7,15.9,Michigan State,81.8,15.3,H,c,-6.5,-3.1,0.68,0.57
Pittsburgh,90.9,16.2,West Virginia,69.3,5.6,H,,-23.7,-13.1,1,0.83
Pittsburgh,90.9,16.2,Tennessee,80.8,18.7,H,,-12.2,0,0.82,0.5
Pittsburgh,90.9,16.2,Western Michigan,58.3,2.3,A,,-29.8,-11.4,1,0.81
Pittsburgh,90.9,16.2,Rhode Island,44.5,-26,H,,-48.5,-44.7,1,1
Pittsburgh,90.9,16.2,Georgia Tech,71.1,-4.7,H,c,-21.9,-23.4,1,1
Pittsburgh,90.9,16.2,Virginia Tech,84.2,4.3,H,c,-8.8,-14.4,0.75,0.87
Pittsburgh,90.9,16.2,Louisville,83.9,12.7,A,c,-5.2,-1,0.64,0.51
Pittsburgh,90.9,16.2,North Carolina,82.2,10.1,A,c,-5.5,-3.6,0.65,0.61
Pittsburgh,90.9,16.2,Syracuse,76.8,4.5,H,c,-16.2,-14.2,0.89,0.85
Pittsburgh,90.9,16.2,Virginia,76.5,3.3,A,c,-11.3,-10.4,0.81,0.79
Pittsburgh,90.9,16.2,Duke,54.6,-13.7,H,c,-38.4,-32.4,1,1
Pittsburgh,90.9,16.2,Miami,91.9,14.6,A,c,3.8,0.9,0.38,0.49
Purdue,80.1,12.8,Penn State,85.7,15.9,H,c,3.7,0.6,0.39,0.5
Purdue,80.1,12.8,Indiana State,47,-23.5,H,,-34.9,-38.8,1,1
Purdue,80.1,12.8,Syracuse,76.8,4.5,A,,-0.8,-5.8,0.51,0.67
Purdue,80.1,12.8,Florida Atlantic,57.5,-7,H,,-24.4,-22.3,1,1
Purdue,80.1,12.8,Minnesota,80.6,14.6,A,c,3.5,4.3,0.39,0.37
Purdue,80.1,12.8,Maryland,75.3,10,A,c,-2.7,-0.3,0.54,0.5
Purdue,80.1,12.8,Nebraska,83.9,11.7,H,c,1.9,-3.6,0.47,0.61
Purdue,80.1,12.8,Wisconsin,84.3,17.7,A,c,6.5,7.4,0.32,0.26
Purdue,80.1,12.8,Iowa,87.7,13.1,H,c,5.7,-2.2,0.35,0.53
Purdue,80.1,12.8,Illinois,67.8,-2.2,A,c,-10.2,-12.5,0.77,0.83
Purdue,80.1,12.8,Northwestern,71.3,-4.2,H,c,-10.6,-19.5,0.79,0.98
